	Row.names	p_val	avg_logFC	pct.1	pct.2	p_val_adj	keggList..spu..	ID
20576	LOC581708	0.012552822	0.283440786	0.263	0.217	1	transcription initiation factor TFIID subunit 1	spu:581708
27774	LOC763165	0.006478084	0.283276891	0.344	0.304	1	nuclear inhibitor of protein phosphatase 1	spu:763165
25973	LOC594202	0.006562284	0.283166948	0.387	0.349	1	serine/threonine-protein kinase TAO1	spu:594202
19373	LOC579414	1.33E-06	0.283091778	0.774	0.693	0.029034518	"ATP synthase subunit g, mitochondrial"	spu:579414
24648	LOC591120	0.00245524	0.281492663	0.36	0.311	1	ATPase WRNIP1	spu:591120
26253	LOC752135	0.001595886	0.279919486	0.328	0.264	1	NA	NA
234	LOC100888092	0.0031952	0.278984554	0.28	0.214	1	CDK5 regulatory subunit-associated protein 2-like	spu:100888092
22164	LOC585201	0.00220777	0.278943525	0.484	0.44	1	histone acetyltransferase KAT8	spu:585201
24944	LOC591791	3.51E-05	0.278554813	0.704	0.629	0.766410816	trichohyalin isoform X1	spu:591791
25840	LOC593840	0.019661292	0.276082918	0.425	0.437	1	NADH dehydrogenase [ubiquinone] 1 subunit C2	spu:593840
22316	LOC585553	0.003562167	0.275605018	0.554	0.541	1	RNA-binding protein with serine-rich domain 1	spu:585553
1490	LOC100890137	0.001294363	0.275164615	0.317	0.25	1	NA	NA
19553	LOC579736	0.014348407	0.27510953	0.317	0.282	1	fermitin family homolog 2 isoform X1	spu:579736
19640	LOC579897	4.55E-10	0.274615196	0.978	0.911	9.92E-06	60S ribosomal protein L35a	spu:579897
1603	LOC100890329	0.000931508	0.27363874	0.414	0.362	1	bcl-2-like protein 1 isoform X6	spu:100890329
24021	LOC589683	0.000500316	0.273304576	0.478	0.428	1	telomerase-binding protein EST1A	spu:589683
7574	LOC105445803	0.005560609	0.272414693	0.355	0.313	1	NA	NA
22216	LOC585334	0.012230184	0.27162588	0.371	0.34	1	forkhead box protein O1	spu:585334
7537	LOC105445719	4.85E-05	0.269833348	0.618	0.543	1	histone-lysine N-methyltransferase 2A	spu:105445719
23928	LOC589468	0.028195255	0.268476809	0.296	0.268	1	dnaJ homolog subfamily C member 8	spu:589468
8193	LOC105447468	0.025505477	0.268109179	0.328	0.298	1	NA	NA
22340	LOC585599	0.016520118	0.266867083	0.43	0.425	1	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5	spu:585599
24570	LOC590942	0.010156604	0.266634055	0.446	0.435	1	26S proteasome non-ATPase regulatory subunit 6	spu:590942
22568	LOC586167	0.000377849	0.266397384	0.613	0.572	1	nucleolar protein dao-5 isoform X1	spu:586167
25824	LOC593803	0.000637421	0.266300379	0.306	0.234	1	nuclear receptor-binding protein	spu:593803
23911	LOC589420	1.81E-09	0.266021473	0.903	0.83	3.94E-05	cyclin-I	spu:589420
22304	LOC585533	0.029766499	0.265217794	0.258	0.223	1	dnaJ homolog subfamily C member 7	spu:585533
27297	LOC756245	0.038095104	0.262718926	0.425	0.43	1	NA	NA
27089	LOC755086	0.00365342	0.26025689	0.355	0.286	1	LOW QUALITY PROTEIN: uncharacterized protein LOC755086	spu:755086
18513	LOC577819	0.010296263	0.258004199	0.274	0.228	1	protein DENND6A isoform X1	spu:577819
24485	LOC590740	1.09E-13	0.256882019	0.995	0.97	2.39E-09	40S ribosomal protein S12	spu:590740
27397	LOC756760	0.013509744	0.254006159	0.269	0.224	1	"ADP-ribose pyrophosphatase, mitochondrial"	spu:756760
21219	LOC582971	0.001842468	0.250964247	0.586	0.575	1	barrier-to-autointegration factor	spu:582971
18458	LOC577725	0.000863061	0.250740605	0.484	0.424	1	NA	NA
