	Row.names	T8_LG_p_val	T8_LG_avg_logFC	T8_LG_pct.1	T8_LG_pct.2	T8_LG_p_val_adj	keggList..spu..	ID
22233	LOC585334	0.022015311	0.417563481	0.609	0.465	1	forkhead box protein O1	spu:585334
22930	LOC586953	0.002965393	0.417474623	0.304	0.121	1	protein tilB homolog	spu:586953
19045	LOC578783	0.002144555	0.416203267	0.261	0.09	1	uncharacterized protein LOC578783	spu:578783
24895	LOC591657	0.060725737	0.415420162	0.261	0.144	1	GATA zinc finger domain-containing protein 1	spu:591657
17019	LOC575088	0.13340162	0.415296495	0.391	0.308	1	CTP synthase 1	spu:575088
17985	LOC576841	0.001412639	0.414468124	0.609	0.354	1	pre-mRNA-splicing factor CWC22 homolog	spu:576841
8137	LOC105447255	0.023029061	0.414051323	0.435	0.278	1	actin cytoskeleton-regulatory complex protein PAN1	spu:105447255
20388	LOC581288	0.003459933	0.413526755	0.783	0.589	1	casein kinase I	spu:581288
25008	LOC591869	0.008891358	0.412977506	0.652	0.501	1	protein phosphatase 1 regulatory subunit 12A isoform X1	spu:591869
18598	LOC577933	0.015825517	0.412844796	0.435	0.272	1	"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial"	spu:577933
22751	LOC586547	0.077346276	0.412737758	0.435	0.329	1	filaggrin isoform X1	spu:586547
20932	LOC582326	0.009630167	0.412306634	0.652	0.526	1	glycine-rich RNA-binding protein GRP1A	spu:582326
20023	LOC580579	0.021228835	0.412300384	0.565	0.401	1	clathrin interactor 1 isoform X1	spu:580579
25219	LOC592325	0.046439214	0.41048172	0.522	0.409	1	MAP/microtubule affinity-regulating kinase 3 isoform X1	spu:592325
21938	LOC584564	0.014783506	0.409981265	0.304	0.146	1	DNA-(apurinic or apyrimidinic site) lyase isoform X1	spu:584564
26214	LOC594820	0.002043758	0.409632696	0.391	0.172	1	zinc finger E-box-binding homeobox 2 isoform X3	spu:594820
17070	LOC575174	0.077832611	0.408792948	0.261	0.15	1	LOW QUALITY PROTEIN: recombining binding protein suppressor of hairless-like	spu:575174
3315	LOC100893163	0.140931008	0.408577986	0.261	0.17	1	NA	NA
27342	LOC756350	0.02193501	0.40736304	0.304	0.156	1	RING-type E3 ubiquitin-protein ligase PPIL2	spu:756350
24621	LOC590990	0.14529847	0.406090828	0.261	0.174	1	anillin isoform X1	spu:590990
19429	LOC579484	0.027815535	0.406077118	0.261	0.127	1	uncharacterized protein LOC579484	spu:579484
25144	LOC592177	0.002491148	0.405615949	0.913	0.731	1	LOW QUALITY PROTEIN: small nuclear ribonucleoprotein F	spu:592177
26153	LOC594653	0.017476396	0.404343283	0.435	0.267	1	transcriptional adapter 3	spu:594653
27126	LOC755135	0.002265381	0.4037993	0.913	0.852	1	NA	NA
20963	LOC582379	0.002867101	0.402852599	0.261	0.092	1	UV-stimulated scaffold protein A	spu:582379
17450	LOC575875	0.25675214	0.402246432	0.261	0.198	1	lysine-specific histone demethylase 1A	spu:575875
17864	LOC576641	0.006074992	0.401975788	0.783	0.545	1	proliferation-associated protein 2G4	spu:576641
18477	LOC577726	0.222840402	0.401817274	0.261	0.186	1	"arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 2 isoform X1"	spu:577726
28393	SRC8	0.017264289	0.401272497	0.261	0.118	1	NA	NA
25778	LOC593624	0.004623959	0.400515575	0.348	0.157	1	RNA-binding protein pno1	spu:593624
19961	LOC580460	0.017265233	0.399511879	0.696	0.636	1	zinc finger CCCH domain-containing protein 15	spu:580460
24911	LOC591691	0.006977741	0.399264466	0.261	0.106	1	transcription initiation factor IIB	spu:591691
19669	LOC579914	0.023412043	0.399087534	0.304	0.159	1	cortactin-binding protein 2 isoform X2	spu:579914
5642	LOC105440611	0.016506909	0.398881835	0.522	0.368	1	uncharacterized protein LOC105440611	spu:105440611
18008	LOC576891	0.079991404	0.398612762	0.348	0.235	1	dipeptidyl peptidase 9	spu:576891
18775	LOC578258	0.204011649	0.397445117	0.391	0.361	1	methionine aminopeptidase 2	spu:578258
24794	LOC591435	0.017691483	0.395757934	0.348	0.185	1	pescadillo	spu:591435
17088	LOC575201	0.156376458	0.395755181	0.391	0.327	1	sorting nexin-3	spu:575201
16760	LOC574604	0.057607449	0.39447454	0.391	0.264	1	RING finger protein 10	spu:574604
25305	LOC592517	0.07577708	0.39417542	0.304	0.188	1	CCAAT/enhancer-binding protein gamma	spu:592517
25641	LOC593254	0.002835989	0.391800478	0.261	0.091	1	mucin-5AC isoform X1	spu:593254
22333	LOC585553	0.025577417	0.391563299	0.609	0.475	1	RNA-binding protein with serine-rich domain 1	spu:585553
6399	LOC105442611	0.014646827	0.39121528	0.391	0.214	1	"ribosomal protein 63, mitochondrial"	spu:105442611
19063	LOC578813	0.008947407	0.390716276	0.522	0.321	1	ATP-dependent RNA helicase dbp2 isoform X1	spu:578813
24351	LOC590369	0.038695905	0.390546987	0.348	0.207	1	5'-3' exoribonuclease 2 isoform X1	spu:590369
26480	LOC752750	0.017278569	0.389756699	0.435	0.26	1	"membrane-associated guanylate kinase, WW and PDZ domain-containing protein 2 isoform X1"	spu:752750
20487	LOC581495	0.101118222	0.389468455	0.391	0.291	1	trinucleotide repeat-containing gene 18 protein isoform X1	spu:581495
8255	LOC105447583	0.004633733	0.38900033	0.304	0.124	1	ribosomal RNA-processing protein 8-like	spu:105447583
20659	LOC581822	0.000654551	0.387751481	1	0.775	1	cold shock domain-containing protein 3 isoform X1	spu:581822
25977	LOC594147	0.105716678	0.38660278	0.565	0.576	1	charged multivesicular body protein 4b	spu:594147
21467	LOC583495	0.004866262	0.386328112	1	0.937	1	40S ribosomal protein S4	spu:583495
23139	LOC587506	0.027625147	0.386304346	0.478	0.336	1	transducin-like enhancer protein 4 isoform X1	spu:587506
22793	LOC586641	0.01577922	0.385749026	0.478	0.296	1	uncharacterized protein LOC586641 isoform X1	spu:586641
22904	LOC586889	0.000163471	0.385154479	1	0.884	1	flotillin-1	spu:586889
20209	LOC580957	9.73E-07	0.384824001	1	0.999	0.02122811	60S ribosomal protein L27	spu:580957
23626	LOC588695	0.035055452	0.384736674	0.522	0.384	1	serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform isoform X5	spu:588695
21378	LOC583300	0.013166665	0.384025128	0.478	0.299	1	F-box/LRR-repeat protein 5	spu:583300
28233	LOC764638	0.010108325	0.383937301	0.826	0.671	1	glycogen synthase kinase-3 beta	spu:764638
24849	LOC591564	0.009570952	0.383555886	0.261	0.111	1	tyrosine-protein phosphatase non-receptor type 21	spu:591564
1085	LOC100889461	0.186661762	0.38309884	0.304	0.233	1	uncharacterized protein LOC100889461	spu:100889461
7357	LOC105445187	0.020432029	0.381361495	0.348	0.192	1	NA	NA
17739	LOC576400	0.003078486	0.381112557	0.261	0.091	1	ATP-binding cassette sub-family F member 1 isoform X1	spu:576400
4	BMP1	0.028835284	0.380978374	0.478	0.309	1	NA	NA
25374	LOC592668	0.001203223	0.380600472	1	0.952	1	40S ribosomal protein S5	spu:592668
25637	LOC593241	0.148605616	0.380112452	0.348	0.279	1	BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 3	spu:593241
25184	LOC592256	0.039117302	0.379985519	0.304	0.17	1	serine/threonine-protein kinase PAK 3 isoform X1	spu:592256
16927	LOC574918	0.344941002	0.379977009	0.348	0.318	1	NA	NA
21630	LOC583848	0.007400633	0.379867382	0.348	0.166	1	tripeptidyl-peptidase 2 isoform X1	spu:583848
1589	LOC100890285	0.028896665	0.379705453	0.261	0.124	1	sperm-associated antigen 1	spu:100890285
22865	LOC586800	0.001473548	0.379694501	0.826	0.601	1	serine/arginine-rich splicing factor 10	spu:586800
5897	LOC105441354	0.010500017	0.378420161	0.261	0.11	1	NA	NA
28326	LOC764961	0.010927845	0.37794362	0.261	0.111	1	NA	NA
22351	LOC585590	0.008755572	0.37777417	0.261	0.106	1	protein SDA1 homolog	spu:585590
22346	LOC585583	0.077876292	0.377730228	0.435	0.315	1	cytoskeleton-associated protein 5 isoform X1	spu:585583
21921	LOC584530	0.015029704	0.377600328	0.565	0.393	1	H/ACA ribonucleoprotein complex subunit DKC1	spu:584530
24341	LOC590346	0.056111705	0.376949679	0.391	0.271	1	uncharacterized protein C1orf131 homolog	spu:590346
19996	LOC580525	0.324358107	0.376022903	0.348	0.311	1	alpha-soluble NSF attachment protein	spu:580525
8	gpc-6	0.114691021	0.3756379	0.391	0.303	1	NA	NA
22321	LOC585533	0.105241618	0.374994706	0.348	0.24	1	dnaJ homolog subfamily C member 7	spu:585533
17390	LOC575755	0.032288682	0.374261311	0.435	0.288	1	prohibitin-2	spu:575755
16918	LOC574893	0.008066596	0.374044071	0.565	0.358	1	activin receptor type-2A	spu:574893
25101	LOC592072	0.045548559	0.372260637	0.522	0.378	1	AP-2 complex subunit alpha-2 isoform X1	spu:592072
26795	LOC753851	0.037809742	0.370670509	0.261	0.135	1	uncharacterized protein LOC753851	spu:753851
16908	LOC574877	0.003202402	0.370332451	0.478	0.256	1	"alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 5 isoform X1"	spu:574877
22619	LOC586243	0.011147796	0.370217335	0.261	0.111	1	NA	NA
20063	LOC580656	0.045930351	0.369936033	0.522	0.395	1	zinc finger protein 37	spu:580656
20050	LOC580634	0.003563795	0.366555979	0.478	0.257	1	protein LSM14 homolog A-B	spu:580634
19991	LOC580515	0.189824218	0.366035931	0.304	0.221	1	"sprouty-related, EVH1 domain-containing protein 3"	spu:580515
7409	LOC105445314	0.011541435	0.364963791	0.261	0.11	1	uncharacterized protein LOC105445314	spu:105445314
19816	LOC580179	0.207998591	0.364219084	0.261	0.192	1	protein FAM76A isoform X1	spu:580179
19883	LOC580307	0.035704366	0.363829743	0.565	0.426	1	eukaryotic peptide chain release factor GTP-binding subunit ERF3A	spu:580307
20779	LOC582039	0.288580216	0.363031871	0.652	0.659	1	KAT8 regulatory NSL complex subunit 1 isoform X2	spu:582039
24776	LOC591397	0.077164448	0.360992807	0.522	0.419	1	eukaryotic translation initiation factor 3 subunit B	spu:591397
20469	LOC581456	0.028190931	0.36086346	0.696	0.577	1	"succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial"	spu:581456
941	LOC100889221	0.221840504	0.360778623	0.565	0.55	1	uncharacterized protein LOC100889221	spu:100889221
19268	LOC579194	0.000145766	0.360669916	0.348	0.117	1	tubulin alpha-3 chain isoform X2	spu:579194
24221	LOC590067	0.005413152	0.360655888	0.783	0.569	1	nucleolar protein 56	spu:590067
17078	LOC575189	0.06163975	0.3605934	0.261	0.146	1	alpha-taxilin	spu:575189
25748	LOC593548	0.054341089	0.358557945	0.304	0.181	1	growth arrest and DNA damage-inducible proteins-interacting protein 1	spu:593548
21349	LOC583226	0.047098301	0.35846509	0.261	0.139	1	zinc finger protein 362	spu:583226
4510	LOC105437783	0.019552554	0.358264049	0.261	0.122	1	calcium/calmodulin-dependent protein kinase type II isoform X1	spu:105437783
17794	LOC576502	0.047669969	0.357476994	0.304	0.177	1	S phase cyclin A-associated protein in the endoplasmic reticulum	spu:576502
25536	LOC593010	0.110457721	0.357224972	0.304	0.194	1	TBC1 domain family member 22B	spu:593010
20627	LOC581762	0.097596262	0.356787028	0.261	0.165	1	small glutamine-rich tetratricopeptide repeat-containing protein alpha	spu:581762
2546	LOC100891823	0.04409606	0.356722356	0.304	0.17	1	multidrug and toxin extrusion protein 1	spu:100891823
25309	LOC592528	0.051535871	0.356201439	0.261	0.137	1	COP9 signalosome complex subunit 6	spu:592528
24284	LOC590216	0.015439964	0.355588233	0.304	0.148	1	DNA-directed RNA polymerases I and III subunit RPAC2	spu:590216
17230	LOC575471	0.002520671	0.355150202	0.696	0.443	1	heterogeneous nuclear ribonucleoprotein C-like 1	spu:575471
27770	LOC763089	0.063282464	0.353952409	0.565	0.468	1	hepatoma-derived growth factor-related protein 2	spu:763089
17519	LOC576006	0.010670805	0.353891994	0.783	0.617	1	"ATP synthase subunit delta, mitochondrial"	spu:576006
24270	LOC590185	0.011250414	0.353249847	0.348	0.173	1	RNA exonuclease 4	spu:590185
3952	LOC105436404	0.052413266	0.353234881	0.304	0.179	1	NA	NA
22917	LOC586924	0.115478089	0.353046218	0.391	0.3	1	uncharacterized protein LOC586924 isoform X1	spu:586924
18392	LOC577585	0.022524368	0.352227746	0.739	0.561	1	uncharacterized protein LOC577585 isoform X1	spu:577585
19783	LOC580113	0.0090814	0.351790822	0.565	0.359	1	50 kDa gamma-zein isoform X2	spu:580113
7165	LOC105444707	0.051227589	0.351571643	0.304	0.173	1	NA	NA
7792	LOC105446345	0.039787803	0.350694898	0.609	0.503	1	NA	NA
2543	LOC100891819	0.017506145	0.348162931	0.304	0.148	1	phospholipid-transporting ATPase ABCA1 isoform X1	spu:100891819
25335	LOC592583	0.011385703	0.347599834	0.391	0.205	1	signal recognition particle receptor subunit alpha	spu:592583
23579	LOC588593	0.130809181	0.34706874	0.261	0.172	1	cell cycle control protein 50A	spu:588593
20915	LOC582290	0.02768323	0.344485034	0.261	0.128	1	ras association domain-containing protein 2 isoform X1	spu:582290
19803	LOC580151	0.003855396	0.344279893	0.957	0.757	1	ras-related protein Rap-1b isoform X1	spu:580151
19389	LOC579414	0.018921378	0.343412533	0.87	0.802	1	"ATP synthase subunit g, mitochondrial"	spu:579414
19569	LOC579736	0.07862751	0.343115368	0.435	0.312	1	fermitin family homolog 2 isoform X1	spu:579736
20496	LOC581513	0.023245967	0.34214255	0.261	0.124	1	derlin-2	spu:581513
21619	LOC583825	0.018948501	0.341808409	0.304	0.15	1	ankyrin repeat and SOCS box protein 5 isoform X2	spu:583825
22215	LOC585283	0.048430906	0.341528541	0.348	0.207	1	mitochondrial basic amino acids transporter	spu:585283
20931	LOC582325	0.026080894	0.341236859	0.913	0.841	1	ADP-ribosylation factor 1	spu:582325
24637	LOC591054	0.031213928	0.341197697	0.391	0.233	1	cysteine-rich with EGF-like domain protein 2 isoform X1	spu:591054
19127	LOC578929	0.026099409	0.340886061	0.478	0.317	1	SHC-transforming protein 1 isoform X1	spu:578929
25310	LOC592534	0.03840559	0.339722926	0.609	0.533	1	SAP domain-containing ribonucleoprotein	spu:592534
19454	LOC579536	0.02788899	0.337648217	0.478	0.32	1	NA	NA
22964	LOC587044	0.165043164	0.337626579	0.261	0.179	1	WD repeat-containing protein 74	spu:587044
21274	LOC583056	0.020444672	0.337548589	0.261	0.119	1	polycomb protein suz12-A	spu:583056
22828	LOC586718	0.004435395	0.337209891	0.565	0.331	1	eukaryotic translation initiation factor 3 subunit G isoform X2	spu:586718
21289	LOC583082	0.000891205	0.337038644	1	0.931	1	protein SET	spu:583082
22738	LOC586513	0.160113871	0.336960501	0.391	0.323	1	carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 1 isoform X1	spu:586513
22630	LOC586275	0.06812517	0.336531913	0.261	0.15	1	protein lin-52 homolog	spu:586275
22323	LOC585535	0.008926136	0.336117007	0.478	0.283	1	voltage-dependent L-type calcium channel subunit beta-1	spu:585535
17788	LOC576491	0.013182502	0.335851344	0.565	0.392	1	serine/threonine-protein kinase MRCK alpha isoform X1	spu:576491
20018	LOC580574	0.099086262	0.335690897	0.478	0.362	1	cyclin-dependent kinase inhibitor 3	spu:580574
20422	LOC581359	0.087933417	0.335057251	0.261	0.155	1	general transcription factor IIE subunit 2	spu:581359
28257	LOC764716	0.062750836	0.334476006	0.565	0.455	1	helicase domino isoform X1	spu:764716
21180	LOC582861	0.037262297	0.33350856	0.261	0.135	1	MAP kinase-activated protein kinase 2 isoform X1	spu:582861
17102	LOC575230	0.055016589	0.333168309	0.565	0.464	1	mothers against decapentaplegic homolog 4 isoform X1	spu:575230
25225	LOC592342	0.06120788	0.333158816	0.478	0.362	1	ubiquitin carboxyl-terminal hydrolase 5	spu:592342
18021	LOC576920	0.032717739	0.333053173	0.261	0.131	1	LOW QUALITY PROTEIN: transcription elongation factor SPT6	spu:576920
22116	LOC585047	0.014538016	0.332891731	0.696	0.532	1	chromatin modification-related protein MEAF6	spu:585047
24495	LOC590715	0.068964346	0.332184759	0.304	0.185	1	uncharacterized protein LOC590715	spu:590715
17500	LOC575959	0.015283594	0.332102576	0.826	0.701	1	chromodomain-helicase-DNA-binding protein 1 isoform X1	spu:575959
11	hsp110	0.021241705	0.331737312	0.565	0.391	1	NA	NA
25639	LOC593244	0.044115402	0.330794749	0.391	0.255	1	immediate early response 3-interacting protein 1	spu:593244
18872	LOC578438	0.070611821	0.330693789	0.304	0.188	1	"39S ribosomal protein L10, mitochondrial"	spu:578438
26341	LOC752328	0.00060506	0.330586077	1	0.995	1	NA	NA
2213	LOC100891296	0.025675139	0.330392659	0.261	0.124	1	nucleolar complex protein 3 homolog	spu:100891296
953	LOC100889247	0.025249573	0.330299982	0.261	0.123	1	shootin-1	spu:100889247
5489	LOC105440217	0.226788343	0.330218706	0.783	0.772	1	"LOW QUALITY PROTEIN: histone H3, embryonic"	spu:105440217
19353	LOC579345	0.021340254	0.328918656	0.913	0.848	1	"cytochrome c oxidase subunit 5A, mitochondrial"	spu:579345
23396	LOC588126	0.019516991	0.328854315	0.565	0.408	1	splicing factor U2AF 50 kDa subunit isoform X1	spu:588126
18548	LOC577852	0.000247441	0.328630396	1	0.996	1	60S ribosomal protein L30 isoform X2	spu:577852
19227	LOC579114	0.223231607	0.328568608	0.435	0.396	1	catenin alpha-2	spu:579114
24028	LOC589648	0.038353266	0.328544524	0.478	0.345	1	dual specificity protein phosphatase 6	spu:589648
25197	LOC592281	0.044910157	0.327084401	0.391	0.26	1	"propionyl-CoA carboxylase beta chain, mitochondrial"	spu:592281
26051	LOC594388	0.178394004	0.325134829	0.261	0.187	1	testin isoform X2	spu:594388
20736	LOC581957	0.098353063	0.324710285	0.261	0.156	1	methionine synthase reductase isoform X1	spu:581957
23229	LOC587717	0.002806822	0.324558529	1	0.943	1	RNA-binding protein 4.1 isoform X1	spu:587717
20142	LOC580821	0.095019609	0.324374945	0.696	0.667	1	"ATP synthase-coupling factor 6, mitochondrial"	spu:580821
23800	LOC589116	0.029524487	0.323488892	0.304	0.16	1	tRNA selenocysteine 1-associated protein 1	spu:589116
17543	LOC576048	0.064753664	0.323247798	0.304	0.19	1	prickle planar cell polarity protein 3 isoform X2	spu:576048
19813	LOC580176	0.126089624	0.323146183	0.304	0.206	1	FK506-binding protein 5 isoform X1	spu:580176
25555	LOC593057	0.003430739	0.321341758	0.739	0.506	1	cytoplasmic dynein 1 heavy chain 1	spu:593057
20251	LOC581037	0.021130115	0.321267145	0.261	0.119	1	late histone H2B.L4-like	spu:581037
16678	LOC373525	0.023949273	0.321057542	0.696	0.564	1	MAP kinase	spu:373525
25681	LOC593379	0.031616533	0.320048371	0.435	0.266	1	replication factor C subunit 1 isoform X1	spu:593379
836	LOC100889068	0.02263492	0.318932474	0.652	0.557	1	heat shock factor-binding protein 1	spu:100889068
19732	LOC580016	0.004222346	0.318656922	0.739	0.514	1	phosphoserine aminotransferase	spu:580016
21426	LOC583405	0.012863419	0.318629491	0.696	0.517	1	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 11	spu:583405
16659	LOC373495	0.030086751	0.317236564	0.304	0.161	1	WEE1-like CDK tyrosine kinase	spu:373495
18050	LOC576982	0.044317299	0.31703963	0.261	0.139	1	son of sevenless homolog 2	spu:576982
18626	LOC577986	0.080836496	0.316861699	0.304	0.187	1	ATP-dependent RNA helicase HAS1	spu:577986
17447	LOC575871	0.029308416	0.316568035	0.304	0.158	1	ADP-ribosylation factor 4	spu:575871
6753	LOC105443607	0.117315578	0.316434552	0.261	0.168	1	NA	NA
2853	LOC100892338	0.196598313	0.316027189	0.348	0.288	1	NA	NA
26742	LOC753676	0.122637518	0.315292551	0.435	0.327	1	V-type proton ATPase subunit e 2	spu:753676
21770	LOC584197	0.07736175	0.314723347	0.435	0.32	1	uncharacterized protein LOC584197	spu:584197
18590	LOC577922	0.05984649	0.314478808	0.565	0.448	1	ubiquitin-conjugating enzyme E2 S	spu:577922
28387	rab11	0.002342824	0.314201452	1	0.864	1	NA	NA
17872	LOC576654	0.000101757	0.313729542	1	0.997	1	40S ribosomal protein S26 isoform X1	spu:576654
925	LOC100889197	0.140160152	0.3132248	0.609	0.595	1	cAMP-responsive element modulator isoform X1	spu:100889197
21893	LOC584477	0.016724447	0.312570243	0.739	0.653	1	"cell division cycle 42 (GTP binding protein, 25kDa)-like"	spu:584477
18784	LOC578275	0.098601977	0.311982224	0.261	0.155	1	DNA topoisomerase 2-alpha	spu:578275
26351	LOC752350	0.196090977	0.311612547	0.478	0.411	1	NA	NA
21084	LOC582657	0.035113344	0.310834371	0.304	0.165	1	GTP-binding protein SAR1b	spu:582657
19351	LOC579341	0.099571831	0.310038325	0.348	0.236	1	chondroitin sulfate synthase 1	spu:579341
18307	LOC577425	0.133301108	0.309907687	0.348	0.258	1	LIM domain-binding protein 2 isoform X2	spu:577425
17252	LOC575510	0.044639752	0.309579948	0.261	0.137	1	nuclear nucleic acid-binding protein C1D	spu:575510
18735	LOC578189	0.599449027	0.308309385	0.391	0.462	1	remodeling and spacing factor 1	spu:578189
17188	LOC575382	0.107474093	0.307936903	0.304	0.205	1	exportin-1	spu:575382
22753	LOC586554	0.122836704	0.307351839	0.435	0.366	1	NA	NA
17304	LOC575613	0.045324973	0.305352012	0.261	0.136	1	serine/threonine-protein kinase A-Raf isoform X1	spu:575613
21013	LOC582488	0.049061488	0.305141248	0.261	0.14	1	paired amphipathic helix protein Sin3a isoform X1	spu:582488
21048	LOC582570	0.016901288	0.303781372	0.478	0.298	1	uncharacterized protein LOC582570 isoform X3	spu:582570
16706	LOC414055	0.048739728	0.303649982	0.391	0.252	1	guanine nucleotide-binding protein G(12) alpha subunit	spu:414055
21163	LOC582835	0.13207706	0.303578044	0.652	0.564	1	NA	NA
23073	LOC587337	0.049366861	0.302998308	0.261	0.137	1	U4/U6.U5 small nuclear ribonucleoprotein 27 kDa protein	spu:587337
21387	LOC583320	0.190055393	0.302978914	0.348	0.276	1	structural maintenance of chromosomes flexible hinge domain-containing protein 1	spu:583320
18287	LOC577393	0.08710718	0.302176093	0.304	0.193	1	T-complex protein 1 subunit zeta	spu:577393
25802	LOC593690	0.037583991	0.301700733	0.478	0.35	1	ras-related C3 botulinum toxin substrate 1	spu:593690
18783	LOC578274	0.147477968	0.301240705	0.261	0.172	1	casein kinase I	spu:578274
26666	LOC753400	0.2819843	0.300761235	0.391	0.359	1	NA	NA
24930	LOC591730	0.105766519	0.299060261	0.565	0.486	1	LOW QUALITY PROTEIN: protein polybromo-1	spu:591730
21898	LOC584483	0.263547052	0.298608863	0.391	0.355	1	prohibitin	spu:584483
24293	LOC590238	0.280151617	0.298591807	0.261	0.208	1	nuclear receptor coactivator 6	spu:590238
24491	LOC590707	0.057572487	0.296866911	0.261	0.143	1	"28S ribosomal protein S25, mitochondrial"	spu:590707
19092	LOC578870	0.039787981	0.296503379	0.348	0.206	1	rho guanine nucleotide exchange factor 7 isoform X1	spu:578870
21505	LOC583575	0.017433831	0.296298328	0.696	0.493	1	putative histone H3.3-like type 3	spu:583575
26500	LOC752814	0.101625541	0.293320584	0.304	0.207	1	tyrosine-protein kinase HTK16	spu:752814
19577	LOC579751	0.127714203	0.292990633	0.261	0.16	1	"ATP synthase F(0) complex subunit B1, mitochondrial"	spu:579751
22840	LOC586751	0.051402536	0.29295189	0.304	0.177	1	probable ubiquitin carboxyl-terminal hydrolase FAF-X isoform X1	spu:586751
18309	LOC577427	0.08344395	0.291999797	0.348	0.222	1	dynactin subunit 3	spu:577427
22674	LOC586388	0.237300879	0.291456143	0.478	0.453	1	ubiquitin-conjugating enzyme E2 E1	spu:586388
18125	LOC577121	0.059754106	0.291393454	0.304	0.184	1	"ATP-binding cassette sub-family B member 7, mitochondrial isoform X4"	spu:577121
27768	LOC763087	0.15690291	0.291126629	0.261	0.174	1	telomeric repeat-binding factor 2-interacting protein 1	spu:763087
7335	LOC105445126	0.124704549	0.290843764	0.304	0.204	1	NA	NA
17833	LOC576574	0.098806407	0.290457344	0.565	0.494	1	frizzled-1	spu:576574
20869	LOC582202	0.157567416	0.289701025	0.348	0.26	1	potassium voltage-gated channel protein Shal	spu:582202
23264	LOC587798	0.013649297	0.289401528	0.87	0.641	1	ran-specific GTPase-activating protein isoform X2	spu:587798
19165	LOC579014	0.529416058	0.288550634	0.304	0.289	1	EF-hand calcium-binding domain-containing protein 14 isoform X1	spu:579014
21298	LOC583099	0.063107374	0.288539842	0.261	0.145	1	U2 small nuclear ribonucleoprotein auxiliary factor 35 kDa subunit-related protein 2	spu:583099
21655	LOC583919	0.056470987	0.286289367	0.261	0.138	1	lebercilin isoform X3	spu:583919
23763	LOC589017	0.028593451	0.285649491	0.609	0.458	1	myelin regulatory factor-like protein isoform X1	spu:589017
27706	LOC762871	0.172009498	0.284964413	0.348	0.275	1	NA	NA
18507	LOC577789	0.148419755	0.284963216	0.478	0.424	1	uncharacterized protein LOC577789 isoform X2	spu:577789
25602	LOC593167	0.057268054	0.284251186	0.304	0.18	1	rho GTPase-activating protein 21 isoform X1	spu:593167
19285	LOC579225	0.045643008	0.284090918	0.565	0.436	1	Golgi phosphoprotein 3	spu:579225
26554	LOC752987	0.002731099	0.283420863	1	0.974	1	NA	NA
19170	LOC579019	0.003045995	0.282165617	0.957	0.952	1	ubiquitin-40S ribosomal protein S27a	spu:579019
19122	LOC578921	0.103170852	0.281452649	0.348	0.244	1	26S proteasome regulatory subunit 8	spu:578921
21422	LOC583396	0.059676993	0.281115663	0.261	0.139	1	cytospin-A	spu:583396
18761	LOC578228	0.059899031	0.280242387	0.261	0.14	1	tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6	spu:578228
3523	LOC100893484	0.06817628	0.279911288	0.261	0.147	1	copine-8	spu:100893484
19187	LOC579042	0.066228496	0.279034667	0.304	0.187	1	endoplasmic reticulum lectin 1 isoform X1	spu:579042
18779	LOC578262	0.04890669	0.279018404	0.652	0.562	1	thioredoxin-like protein 4A	spu:578262
23146	LOC587526	0.156630125	0.27827472	0.391	0.311	1	RING finger protein 11	spu:587526
24312	LOC590282	0.043628576	0.278044046	0.522	0.381	1	activin receptor type-1 isoform X1	spu:590282
23612	LOC588670	0.042714773	0.277984178	0.609	0.476	1	proteasome subunit beta type-2	spu:588670
18530	LOC577819	0.088781352	0.277262584	0.348	0.239	1	protein DENND6A isoform X1	spu:577819
21089	LOC582674	0.07540605	0.277080731	0.304	0.189	1	"PRELI domain-containing protein 1, mitochondrial"	spu:582674
18335	LOC577474	0.094606407	0.276029446	0.348	0.236	1	"splicing factor, suppressor of white-apricot homolog"	spu:577474
20347	LOC581211	0.052346187	0.276007583	0.522	0.371	1	dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B	spu:581211
16737	LOC574554	0.210811513	0.275835904	0.261	0.185	1	LOW QUALITY PROTEIN: casein kinase I	spu:574554
18569	LOC577885	0.06056811	0.275566066	0.261	0.141	1	serine/threonine-protein kinase VRK1	spu:577885
17024	LOC575098	0.178612738	0.274501143	0.565	0.515	1	cell division cycle and apoptosis regulator protein 1 isoform X1	spu:575098
17302	LOC575609	0.090522387	0.272757667	0.609	0.582	1	transitional endoplasmic reticulum ATPase	spu:575609
22383	LOC585665	0.075119504	0.272631162	0.478	0.363	1	EH domain-containing protein 1	spu:585665
2605	LOC100891918	0.186908467	0.272570013	0.565	0.548	1	far upstream element-binding protein 1 isoform X8	spu:100891918
25381	LOC592681	0.139379956	0.272239975	0.348	0.256	1	protein SON	spu:592681
22773	LOC586588	0.078935844	0.269780179	0.261	0.149	1	transcription factor BTF3 homolog 4	spu:586588
