LOC109621113 lcl|NC_047559.1_prot_XP_034319074.1_1
LOC109619864 lcl|NC_047568.1_prot_XP_034314251.1_52455
LOC117684146 lcl|NC_047568.1_prot_XP_034310974.1_52456
LOC105324521 lcl|NC_047568.1_prot_XP_011421919.2_52457
LOC105324521 lcl|NC_047568.1_prot_XP_011421921.2_52458
LOC105324521 lcl|NC_047568.1_prot_XP_011421920.2_52459
LOC105324520 lcl|NC_047568.1_prot_XP_034314186.1_52460
LOC117684147 lcl|NC_047568.1_prot_XP_034310975.1_52461
LOC117684776 lcl|NC_047568.1_prot_XP_034314185.1_52462
LOC117684148 lcl|NC_047568.1_prot_XP_034310976.1_52463
LOC105325486 lcl|NC_047568.1_prot_XP_034314182.1_52464
LOC105325486 lcl|NC_047568.1_prot_XP_034314184.1_52465
LOC105325486 lcl|NC_047568.1_prot_XP_034314183.1_52466
LOC105325511 lcl|NC_047568.1_prot_XP_034314181.1_52467
LOC105325511 lcl|NC_047568.1_prot_XP_034314180.1_52468
LOC105343682 lcl|NC_047568.1_prot_XP_034310977.1_52469
LOC105325462 lcl|NC_047568.1_prot_XP_034314187.1_52470
LOC105320822 lcl|NC_047568.1_prot_XP_034314188.1_52471
LOC105320822 lcl|NC_047568.1_prot_XP_034314189.1_52472
LOC105320822 lcl|NC_047568.1_prot_XP_034314190.1_52473
LOC105320823 lcl|NC_047568.1_prot_XP_011417217.2_52474
LOC105334827 lcl|NC_047568.1_prot_XP_034314199.1_52475
LOC105334827 lcl|NC_047568.1_prot_XP_011436712.1_52476
LOC105334827 lcl|NC_047568.1_prot_XP_034314198.1_52477
LOC105334827 lcl|NC_047568.1_prot_XP_011436710.1_52478
LOC105334827 lcl|NC_047568.1_prot_XP_011436709.1_52479
LOC105334827 lcl|NC_047568.1_prot_XP_011436708.1_52480
LOC105334827 lcl|NC_047568.1_prot_XP_011436707.1_52481
LOC105334827 lcl|NC_047568.1_prot_XP_011436706.1_52482
LOC105334827 lcl|NC_047568.1_prot_XP_034314197.1_52483
LOC105334827 lcl|NC_047568.1_prot_XP_034314196.1_52484
LOC105334827 lcl|NC_047568.1_prot_XP_034314195.1_52485
LOC105334827 lcl|NC_047568.1_prot_XP_034314194.1_52486
LOC105334827 lcl|NC_047568.1_prot_XP_034314193.1_52487
LOC105334827 lcl|NC_047568.1_prot_XP_034314192.1_52488
LOC105334827 lcl|NC_047568.1_prot_XP_034314191.1_52489
LOC105334827 lcl|NC_047568.1_prot_XP_034314213.1_52490
LOC105334827 lcl|NC_047568.1_prot_XP_034314212.1_52491
LOC105334827 lcl|NC_047568.1_prot_XP_034314211.1_52492
LOC105334827 lcl|NC_047568.1_prot_XP_034314209.1_52493
LOC105334827 lcl|NC_047568.1_prot_XP_034314210.1_52494
LOC105334827 lcl|NC_047568.1_prot_XP_034314206.1_52495
LOC105334827 lcl|NC_047568.1_prot_XP_034314207.1_52496
LOC105334827 lcl|NC_047568.1_prot_XP_034314208.1_52497
LOC105334827 lcl|NC_047568.1_prot_XP_034314205.1_52498
LOC105334827 lcl|NC_047568.1_prot_XP_034314204.1_52499
LOC105334827 lcl|NC_047568.1_prot_XP_011436716.1_52500
LOC105334827 lcl|NC_047568.1_prot_XP_034314200.1_52501
LOC105334827 lcl|NC_047568.1_prot_XP_034314201.1_52502
LOC105334827 lcl|NC_047568.1_prot_XP_034314202.1_52503
LOC105334827 lcl|NC_047568.1_prot_XP_034314203.1_52504
LOC105334825 lcl|NC_047568.1_prot_XP_034314215.1_52505
LOC117684780 lcl|NC_047568.1_prot_XP_034314216.1_52506
LOC105321636 lcl|NC_047568.1_prot_XP_011418305.1_52507
LOC105321636 lcl|NC_047568.1_prot_XP_034314217.1_52508
LOC105321636 lcl|NC_047568.1_prot_XP_034314218.1_52509
LOC105321636 lcl|NC_047568.1_prot_XP_011418306.1_52510
LOC105321636 lcl|NC_047568.1_prot_XP_011418307.1_52511
LOC105321636 lcl|NC_047568.1_prot_XP_011418308.1_52512
LOC105321635 lcl|NC_047568.1_prot_XP_011418304.2_52513
LOC105321635 lcl|NC_047568.1_prot_XP_019920178.2_52514
LOC105321634 lcl|NC_047568.1_prot_XP_011418303.2_52515
LOC105321633 lcl|NC_047568.1_prot_XP_011418301.2_52516
LOC105321632 lcl|NC_047568.1_prot_XP_034314219.1_52517
LOC105321632 lcl|NC_047568.1_prot_XP_034314220.1_52518
LOC105321629 lcl|NC_047568.1_prot_XP_034314221.1_52519
LOC105321629 lcl|NC_047568.1_prot_XP_034314222.1_52520
LOC105321629 lcl|NC_047568.1_prot_XP_034314223.1_52521
LOC105321629 lcl|NC_047568.1_prot_XP_034314224.1_52522
LOC105321629 lcl|NC_047568.1_prot_XP_034314225.1_52523
LOC105321629 lcl|NC_047568.1_prot_XP_034314226.1_52524
LOC109617814 lcl|NC_047568.1_prot_XP_034314227.1_52525
LOC109617814 lcl|NC_047568.1_prot_XP_034314228.1_52526
LOC117684782 lcl|NC_047568.1_prot_XP_034314229.1_52527
LOC105321627 lcl|NC_047568.1_prot_XP_034314232.1_52528
LOC105321627 lcl|NC_047568.1_prot_XP_034314231.1_52529
LOC117684783 lcl|NC_047568.1_prot_XP_034314230.1_52530
LOC117684784 lcl|NC_047568.1_prot_XP_034314233.1_52531
LOC117684787 lcl|NC_047568.1_prot_XP_034314243.1_52532
LOC105321617 lcl|NC_047568.1_prot_XP_034314239.1_52533
LOC105321617 lcl|NC_047568.1_prot_XP_034314241.1_52534
LOC105321617 lcl|NC_047568.1_prot_XP_034314242.1_52535
LOC109617043 lcl|NC_047568.1_prot_XP_011418280.2_52536
LOC109617043 lcl|NC_047568.1_prot_XP_034314244.1_52537
LOC117684785 lcl|NC_047568.1_prot_XP_034314234.1_52538
LOC105321618 lcl|NC_047568.1_prot_XP_011418281.2_52539
LOC105321620 lcl|NC_047568.1_prot_XP_011418283.1_52540
LOC105321617 lcl|NC_047568.1_prot_XP_034314238.1_52541
LOC105321617 lcl|NC_047568.1_prot_XP_034314240.1_52542
LOC117684786 lcl|NC_047568.1_prot_XP_034314235.1_52543
LOC117684786 lcl|NC_047568.1_prot_XP_034314237.1_52544
LOC117684786 lcl|NC_047568.1_prot_XP_034314236.1_52545
LOC105321622 lcl|NC_047568.1_prot_XP_011418285.2_52546
LOC105321622 lcl|NC_047568.1_prot_XP_011418287.1_52547
LOC105321623 lcl|NC_047568.1_prot_XP_019920174.2_52548
LOC105321616 lcl|NC_047568.1_prot_XP_011418277.2_52549
LOC105321614 lcl|NC_047568.1_prot_XP_011418276.2_52550
LOC105321614 lcl|NC_047568.1_prot_XP_034315107.1_52551
LOC105321613 lcl|NC_047568.1_prot_XP_011418274.2_52552
LOC105321612 lcl|NC_047568.1_prot_XP_011418273.2_52553
LOC105321661 lcl|NC_047568.1_prot_XP_019920179.2_52554
LOC117684459 lcl|NC_047568.1_prot_XP_034312749.1_52555
LOC117684549 lcl|NC_047568.1_prot_XP_034313075.1_52556
LOC105321609 lcl|NC_047568.1_prot_XP_011418268.2_52557
LOC105321610 lcl|NC_047568.1_prot_XP_034314490.1_52558
LOC105321610 lcl|NC_047568.1_prot_XP_034314486.1_52559
LOC105321610 lcl|NC_047568.1_prot_XP_034314487.1_52560
LOC105321610 lcl|NC_047568.1_prot_XP_034314488.1_52561
LOC105321610 lcl|NC_047568.1_prot_XP_034314492.1_52562
LOC105321610 lcl|NC_047568.1_prot_XP_034314491.1_52563
LOC105321607 lcl|NC_047568.1_prot_XP_011418265.2_52564
LOC105321607 lcl|NC_047568.1_prot_XP_034314496.1_52565
LOC105321607 lcl|NC_047568.1_prot_XP_034314495.1_52566
LOC117684845 lcl|NC_047568.1_prot_XP_034314493.1_52567
LOC117684845 lcl|NC_047568.1_prot_XP_034314494.1_52568
LOC117684162 lcl|NC_047568.1_prot_XP_034311141.1_52569
LOC105321606 lcl|NC_047568.1_prot_XP_011418264.2_52570
LOC117684679 lcl|NC_047568.1_prot_XP_034313673.1_52571
LOC105321605 lcl|NC_047568.1_prot_XP_011418263.2_52572
LOC105321604 lcl|NC_047568.1_prot_XP_011418261.1_52573
LOC105321604 lcl|NC_047568.1_prot_XP_011418260.1_52574
LOC105321603 lcl|NC_047568.1_prot_XP_011418259.2_52575
LOC117684803 lcl|NC_047568.1_prot_XP_034314283.1_52576
LOC105341311 lcl|NC_047568.1_prot_XP_034314285.1_52577
LOC105341311 lcl|NC_047568.1_prot_XP_034314284.1_52578
LOC105321659 lcl|NC_047568.1_prot_XP_011418331.2_52579
LOC105321601 lcl|NC_047568.1_prot_XP_011418257.2_52580
LOC105321600 lcl|NC_047568.1_prot_XP_011418256.2_52581
LOC105321599 lcl|NC_047568.1_prot_XP_034314287.1_52582
LOC105321599 lcl|NC_047568.1_prot_XP_034314288.1_52583
LOC105321599 lcl|NC_047568.1_prot_XP_034314290.1_52584
LOC105321599 lcl|NC_047568.1_prot_XP_034314289.1_52585
LOC105321599 lcl|NC_047568.1_prot_XP_034314291.1_52586
LOC105321598 lcl|NC_047568.1_prot_XP_034314295.1_52587
LOC105321598 lcl|NC_047568.1_prot_XP_034314292.1_52588
LOC105321598 lcl|NC_047568.1_prot_XP_034314293.1_52589
LOC105321598 lcl|NC_047568.1_prot_XP_034314294.1_52590
LOC105321598 lcl|NC_047568.1_prot_XP_034314296.1_52591
LOC105320914 lcl|NC_047568.1_prot_XP_011417354.2_52592
LOC105320914 lcl|NC_047568.1_prot_XP_011417355.2_52593
LOC109617724 lcl|NC_047568.1_prot_XP_019919930.2_52594
LOC105320915 lcl|NC_047568.1_prot_XP_011417356.1_52595
LOC117684163 lcl|NC_047568.1_prot_XP_034311142.1_52596
LOC105322203 lcl|NC_047568.1_prot_XP_034314302.1_52597
LOC105322203 lcl|NC_047568.1_prot_XP_034314301.1_52598
LOC105322203 lcl|NC_047568.1_prot_XP_034314300.1_52599
LOC105322203 lcl|NC_047568.1_prot_XP_034314299.1_52600
LOC105322196 lcl|NC_047568.1_prot_XP_034314298.1_52601
LOC105322197 lcl|NC_047568.1_prot_XP_034314305.1_52602
LOC105322197 lcl|NC_047568.1_prot_XP_034314304.1_52603
LOC105322197 lcl|NC_047568.1_prot_XP_034314307.1_52604
LOC105322197 lcl|NC_047568.1_prot_XP_034314309.1_52605
LOC105322197 lcl|NC_047568.1_prot_XP_034314311.1_52606
LOC105322197 lcl|NC_047568.1_prot_XP_034314313.1_52607
LOC105322197 lcl|NC_047568.1_prot_XP_034314316.1_52608
LOC105322197 lcl|NC_047568.1_prot_XP_034314306.1_52609
LOC105322197 lcl|NC_047568.1_prot_XP_034314308.1_52610
LOC105322197 lcl|NC_047568.1_prot_XP_034314310.1_52611
LOC105322197 lcl|NC_047568.1_prot_XP_034314312.1_52612
LOC105322197 lcl|NC_047568.1_prot_XP_034314315.1_52613
LOC105322197 lcl|NC_047568.1_prot_XP_034314317.1_52614
LOC105322198 lcl|NC_047568.1_prot_XP_034314325.1_52615
LOC105322198 lcl|NC_047568.1_prot_XP_034314324.1_52616
LOC105322199 lcl|NC_047568.1_prot_XP_011419076.2_52617
LOC105322199 lcl|NC_047568.1_prot_XP_019920382.2_52618
LOC105322199 lcl|NC_047568.1_prot_XP_034314356.1_52619
LOC105346357 lcl|NC_047568.1_prot_XP_034314360.1_52620
LOC105324647 lcl|NC_047568.1_prot_XP_034314352.1_52621
LOC117684805 lcl|NC_047568.1_prot_XP_034314336.1_52622
LOC105324649 lcl|NC_047568.1_prot_XP_034314340.1_52623
LOC105324649 lcl|NC_047568.1_prot_XP_034314341.1_52624
LOC105324649 lcl|NC_047568.1_prot_XP_034314342.1_52625
LOC105324649 lcl|NC_047568.1_prot_XP_034314343.1_52626
LOC105324649 lcl|NC_047568.1_prot_XP_034314345.1_52627
LOC105324649 lcl|NC_047568.1_prot_XP_034314339.1_52628
LOC105324649 lcl|NC_047568.1_prot_XP_034314338.1_52629
LOC105324649 lcl|NC_047568.1_prot_XP_034314348.1_52630
LOC105324649 lcl|NC_047568.1_prot_XP_034314346.1_52631
LOC105324649 lcl|NC_047568.1_prot_XP_034314347.1_52632
LOC105324648 lcl|NC_047568.1_prot_XP_034314354.1_52633
LOC105324650 lcl|NC_047568.1_prot_XP_034314337.1_52634
LOC105324650 lcl|NC_047568.1_prot_XP_011422075.2_52635
LOC105324652 lcl|NC_047568.1_prot_XP_011422077.2_52636
LOC105324651 lcl|NC_047568.1_prot_XP_011422076.2_52637
LOC105324653 lcl|NC_047568.1_prot_XP_034314319.1_52638
LOC105324653 lcl|NC_047568.1_prot_XP_034314318.1_52639
LOC105324653 lcl|NC_047568.1_prot_XP_034314320.1_52640
LOC105324655 lcl|NC_047568.1_prot_XP_011422081.1_52641
LOC117684164 lcl|NC_047568.1_prot_XP_034311143.1_52642
LOC105324656 lcl|NC_047568.1_prot_XP_034314359.1_52643
LOC105324657 lcl|NC_047568.1_prot_XP_011422084.2_52644
LOC105324658 lcl|NC_047568.1_prot_XP_011422085.2_52645
LOC105324658 lcl|NC_047568.1_prot_XP_034314322.1_52646
LOC105324658 lcl|NC_047568.1_prot_XP_034314323.1_52647
LOC105324658 lcl|NC_047568.1_prot_XP_011422086.2_52648
LOC105324659 lcl|NC_047568.1_prot_XP_011422090.2_52649
LOC105324659 lcl|NC_047568.1_prot_XP_011422091.2_52650
LOC105324659 lcl|NC_047568.1_prot_XP_011422088.2_52651
LOC105324659 lcl|NC_047568.1_prot_XP_011422089.2_52652
LOC105324659 lcl|NC_047568.1_prot_XP_034314358.1_52653
LOC105324661 lcl|NC_047568.1_prot_XP_011422094.2_52654
LOC105324662 lcl|NC_047568.1_prot_XP_011422096.2_52655
LOC105324662 lcl|NC_047568.1_prot_XP_011422099.2_52656
LOC105324662 lcl|NC_047568.1_prot_XP_011422100.2_52657
LOC105324662 lcl|NC_047568.1_prot_XP_011422101.2_52658
LOC105324662 lcl|NC_047568.1_prot_XP_034314326.1_52659
LOC105324662 lcl|NC_047568.1_prot_XP_011422102.2_52660
LOC105324662 lcl|NC_047568.1_prot_XP_034314327.1_52661
LOC105324662 lcl|NC_047568.1_prot_XP_011422098.2_52662
LOC105324662 lcl|NC_047568.1_prot_XP_019921201.2_52663
LOC105324662 lcl|NC_047568.1_prot_XP_034314330.1_52664
LOC105324662 lcl|NC_047568.1_prot_XP_034314334.1_52665
LOC105324662 lcl|NC_047568.1_prot_XP_011422104.2_52666
LOC105324662 lcl|NC_047568.1_prot_XP_034314331.1_52667
LOC105324662 lcl|NC_047568.1_prot_XP_011422103.2_52668
LOC105324662 lcl|NC_047568.1_prot_XP_011422105.2_52669
LOC105324662 lcl|NC_047568.1_prot_XP_034314332.1_52670
LOC105324662 lcl|NC_047568.1_prot_XP_034314333.1_52671
LOC105324676 lcl|NC_047568.1_prot_XP_034314351.1_52672
LOC105324676 lcl|NC_047568.1_prot_XP_034314350.1_52673
LOC105324676 lcl|NC_047568.1_prot_XP_034314349.1_52674
LOC117684807 lcl|NC_047568.1_prot_XP_034314364.1_52675
LOC117684806 lcl|NC_047568.1_prot_XP_034314363.1_52676
LOC105324677 lcl|NC_047568.1_prot_XP_034314355.1_52677
LOC117684813 lcl|NC_047568.1_prot_XP_034314366.1_52678
LOC117684166 lcl|NC_047568.1_prot_XP_034311144.1_52679
LOC105326141 lcl|NC_047568.1_prot_XP_011424305.2_52680
LOC117684848 lcl|NC_047568.1_prot_XP_034314497.1_52681
LOC117684848 lcl|NC_047568.1_prot_XP_034314498.1_52682
LOC105326142 lcl|NC_047568.1_prot_XP_011424306.1_52683
LOC117684167 lcl|NC_047568.1_prot_XP_034311145.1_52684
LOC105326143 lcl|NC_047568.1_prot_XP_011424308.2_52685
LOC105326145 lcl|NC_047568.1_prot_XP_034311146.1_52686
LOC105322764 lcl|NC_047568.1_prot_XP_034314499.1_52687
LOC105326147 lcl|NC_047568.1_prot_XP_011424312.1_52688
LOC117684853 lcl|NC_047568.1_prot_XP_034314504.1_52689
LOC105326149 lcl|NC_047568.1_prot_XP_034314501.1_52690
LOC117684852 lcl|NC_047568.1_prot_XP_034314502.1_52691
LOC117684854 lcl|NC_047568.1_prot_XP_034314505.1_52692
LOC105326146 lcl|NC_047568.1_prot_XP_011424311.2_52693
LOC117684851 lcl|NC_047568.1_prot_XP_034314500.1_52694
LOC105326148 lcl|NC_047568.1_prot_XP_034314503.1_52695
LOC105326150 lcl|NC_047568.1_prot_XP_034314507.1_52696
LOC105326150 lcl|NC_047568.1_prot_XP_034314506.1_52697
LOC105326151 lcl|NC_047568.1_prot_XP_034314508.1_52698
LOC105326151 lcl|NC_047568.1_prot_XP_034314509.1_52699
LOC105326152 lcl|NC_047568.1_prot_XP_011424320.1_52700
LOC105326159 lcl|NC_047568.1_prot_XP_034314510.1_52701
LOC105326159 lcl|NC_047568.1_prot_XP_034314512.1_52702
LOC105326159 lcl|NC_047568.1_prot_XP_011424328.3_52703
LOC105326153 lcl|NC_047568.1_prot_XP_034314513.1_52704
LOC105326154 lcl|NC_047568.1_prot_XP_011424323.2_52705
LOC105326160 lcl|NC_047568.1_prot_XP_034314514.1_52706
LOC117684857 lcl|NC_047568.1_prot_XP_034314516.1_52707
LOC117684857 lcl|NC_047568.1_prot_XP_034314517.1_52708
LOC117684168 lcl|NC_047568.1_prot_XP_034311147.1_52709
LOC117684856 lcl|NC_047568.1_prot_XP_034314515.1_52710
LOC117684859 lcl|NC_047568.1_prot_XP_034314518.1_52711
LOC117684467 lcl|NC_047568.1_prot_XP_034312806.1_52712
LOC105343759 lcl|NC_047568.1_prot_XP_011449532.2_52713
LOC109620665 lcl|NC_047568.1_prot_XP_019929080.2_52714
LOC105343758 lcl|NC_047568.1_prot_XP_011449531.2_52715
LOC105343761 lcl|NC_047568.1_prot_XP_034311403.1_52716
LOC105343761 lcl|NC_047568.1_prot_XP_034311402.1_52717
LOC105343761 lcl|NC_047568.1_prot_XP_034311400.1_52718
LOC105343761 lcl|NC_047568.1_prot_XP_034311399.1_52719
LOC105343761 lcl|NC_047568.1_prot_XP_034311398.1_52720
LOC105343761 lcl|NC_047568.1_prot_XP_034311401.1_52721
LOC105343761 lcl|NC_047568.1_prot_XP_034311397.1_52722
LOC105325610 lcl|NC_047568.1_prot_XP_034311404.1_52723
LOC117684169 lcl|NC_047568.1_prot_XP_034311148.1_52724
LOC105330891 lcl|NC_047568.1_prot_XP_011431129.1_52725
LOC105330890 lcl|NC_047568.1_prot_XP_019923931.2_52726
LOC105330890 lcl|NC_047568.1_prot_XP_034311405.1_52727
LOC105330890 lcl|NC_047568.1_prot_XP_011431125.2_52728
LOC105330890 lcl|NC_047568.1_prot_XP_011431126.2_52729
LOC105330890 lcl|NC_047568.1_prot_XP_011431127.2_52730
LOC105330888 lcl|NC_047568.1_prot_XP_034311406.1_52731
LOC105330901 lcl|NC_047568.1_prot_XP_034311407.1_52732
LOC105318515 lcl|NC_047568.1_prot_XP_011414003.2_52733
LOC105318516 lcl|NC_047568.1_prot_XP_011414004.1_52734
LOC105318513 lcl|NC_047568.1_prot_XP_011414002.2_52735
LOC109619440 lcl|NC_047568.1_prot_XP_034311408.1_52736
LOC105318512 lcl|NC_047568.1_prot_XP_011413998.2_52737
LOC117684170 lcl|NC_047568.1_prot_XP_034311149.1_52738
LOC105318510 lcl|NC_047568.1_prot_XP_034311411.1_52739
LOC105318510 lcl|NC_047568.1_prot_XP_034311410.1_52740
LOC105318508 lcl|NC_047568.1_prot_XP_011413995.2_52741
LOC105318507 lcl|NC_047568.1_prot_XP_011413994.2_52742
LOC105318506 lcl|NC_047568.1_prot_XP_011413993.2_52743
LOC105318503 lcl|NC_047568.1_prot_XP_034311413.1_52744
LOC117680454 lcl|NC_047568.1_prot_XP_034311414.1_52745
LOC117680454 lcl|NC_047568.1_prot_XP_011413988.1_52746
LOC117684245 lcl|NC_047568.1_prot_XP_034311416.1_52747
LOC117684171 lcl|NC_047568.1_prot_XP_034311150.1_52748
LOC117684247 lcl|NC_047568.1_prot_XP_034311417.1_52749
LOC117684248 lcl|NC_047568.1_prot_XP_034311418.1_52750
LOC117684248 lcl|NC_047568.1_prot_XP_034311419.1_52751
LOC117684250 lcl|NC_047568.1_prot_XP_034311420.1_52752
LOC117684252 lcl|NC_047568.1_prot_XP_034311421.1_52753
LOC105318502 lcl|NC_047568.1_prot_XP_034311422.1_52754
LOC105318502 lcl|NC_047568.1_prot_XP_011413987.1_52755
LOC105318499 lcl|NC_047568.1_prot_XP_034311430.1_52756
LOC105318499 lcl|NC_047568.1_prot_XP_034311431.1_52757
LOC105318499 lcl|NC_047568.1_prot_XP_011413975.2_52758
LOC105318499 lcl|NC_047568.1_prot_XP_034311424.1_52759
LOC105318499 lcl|NC_047568.1_prot_XP_011413981.2_52760
LOC105318499 lcl|NC_047568.1_prot_XP_011413982.2_52761
LOC105318499 lcl|NC_047568.1_prot_XP_011413983.2_52762
LOC105318499 lcl|NC_047568.1_prot_XP_011413985.2_52763
LOC105318499 lcl|NC_047568.1_prot_XP_034311425.1_52764
LOC105318499 lcl|NC_047568.1_prot_XP_034311426.1_52765
LOC105318499 lcl|NC_047568.1_prot_XP_034311427.1_52766
LOC105318499 lcl|NC_047568.1_prot_XP_034311428.1_52767
LOC105318499 lcl|NC_047568.1_prot_XP_034311429.1_52768
LOC105318497 lcl|NC_047568.1_prot_XP_034311435.1_52769
LOC105318497 lcl|NC_047568.1_prot_XP_011413972.2_52770
LOC105318497 lcl|NC_047568.1_prot_XP_034311436.1_52771
LOC105318497 lcl|NC_047568.1_prot_XP_034311432.1_52772
LOC105318497 lcl|NC_047568.1_prot_XP_034311434.1_52773
LOC105318496 lcl|NC_047568.1_prot_XP_011413970.2_52774
LOC105318495 lcl|NC_047568.1_prot_XP_011413969.2_52775
LOC105318494 lcl|NC_047568.1_prot_XP_011413968.2_52776
LOC105318493 lcl|NC_047568.1_prot_XP_011413967.1_52777
LOC105318492 lcl|NC_047568.1_prot_XP_034311437.1_52778
LOC105318492 lcl|NC_047568.1_prot_XP_034311438.1_52779
LOC105318492 lcl|NC_047568.1_prot_XP_034311439.1_52780
LOC105318491 lcl|NC_047568.1_prot_XP_019918941.2_52781
LOC105318491 lcl|NC_047568.1_prot_XP_011413962.2_52782
LOC105318490 lcl|NC_047568.1_prot_XP_011413961.1_52783
LOC105318490 lcl|NC_047568.1_prot_XP_011413959.2_52784
LOC105318490 lcl|NC_047568.1_prot_XP_011413960.2_52785
LOC105318490 lcl|NC_047568.1_prot_XP_011413958.2_52786
LOC105318489 lcl|NC_047568.1_prot_XP_011413956.2_52787
LOC105318489 lcl|NC_047568.1_prot_XP_011413957.2_52788
LOC105318488 lcl|NC_047568.1_prot_XP_011413950.1_52789
LOC105318488 lcl|NC_047568.1_prot_XP_011413951.1_52790
LOC105318488 lcl|NC_047568.1_prot_XP_011413952.1_52791
LOC105318488 lcl|NC_047568.1_prot_XP_034311447.1_52792
LOC105318488 lcl|NC_047568.1_prot_XP_011413953.1_52793
LOC105318488 lcl|NC_047568.1_prot_XP_011413955.1_52794
LOC105318488 lcl|NC_047568.1_prot_XP_034311448.1_52795
LOC105318488 lcl|NC_047568.1_prot_XP_034311449.1_52796
LOC105327975 lcl|NC_047568.1_prot_XP_034311443.1_52797
LOC105327975 lcl|NC_047568.1_prot_XP_034311444.1_52798
LOC105327975 lcl|NC_047568.1_prot_XP_034311445.1_52799
LOC105327975 lcl|NC_047568.1_prot_XP_034311446.1_52800
LOC105327959 lcl|NC_047568.1_prot_XP_011426949.2_52801
LOC105327960 lcl|NC_047568.1_prot_XP_011426950.2_52802
LOC105327960 lcl|NC_047568.1_prot_XP_011426951.2_52803
LOC109618722 lcl|NC_047568.1_prot_XP_019922681.2_52804
LOC105327958 lcl|NC_047568.1_prot_XP_011426948.2_52805
LOC105327957 lcl|NC_047568.1_prot_XP_011426945.1_52806
LOC105327956 lcl|NC_047568.1_prot_XP_011426944.1_52807
LOC109618208 lcl|NC_047568.1_prot_XP_019921060.2_52808
LOC117684256 lcl|NC_047568.1_prot_XP_034311451.1_52809
LOC105327955 lcl|NC_047568.1_prot_XP_011426943.2_52810
LOC117684257 lcl|NC_047568.1_prot_XP_034311452.1_52811
LOC105327954 lcl|NC_047568.1_prot_XP_034311151.1_52812
LOC105335257 lcl|NC_047568.1_prot_XP_034311454.1_52813
LOC117684172 lcl|NC_047568.1_prot_XP_034311152.1_52814
LOC105333832 lcl|NC_047568.1_prot_XP_034311153.1_52815
LOC105335256 lcl|NC_047568.1_prot_XP_011437368.2_52816
LOC105335256 lcl|NC_047568.1_prot_XP_034311455.1_52817
LOC105335253 lcl|NC_047568.1_prot_XP_011437363.1_52818
LOC105335254 lcl|NC_047568.1_prot_XP_011437365.3_52819
LOC105335254 lcl|NC_047568.1_prot_XP_034311457.1_52820
LOC105335254 lcl|NC_047568.1_prot_XP_011437364.3_52821
LOC105335255 lcl|NC_047568.1_prot_XP_011437366.3_52822
LOC105335255 lcl|NC_047568.1_prot_XP_011437367.3_52823
LOC105335255 lcl|NC_047568.1_prot_XP_034311456.1_52824
LOC105342281 lcl|NC_047568.1_prot_XP_034311458.1_52825
LOC105342281 lcl|NC_047568.1_prot_XP_034311459.1_52826
LOC105335252 lcl|NC_047568.1_prot_XP_011437361.2_52827
LOC105335251 lcl|NC_047568.1_prot_XP_011437359.1_52828
LOC105335249 lcl|NC_047568.1_prot_XP_011437358.2_52829
LOC105335249 lcl|NC_047568.1_prot_XP_034311461.1_52830
LOC105335248 lcl|NC_047568.1_prot_XP_034311460.1_52831
LOC105335247 lcl|NC_047568.1_prot_XP_011437350.2_52832
LOC105335247 lcl|NC_047568.1_prot_XP_011437351.2_52833
LOC105335247 lcl|NC_047568.1_prot_XP_034311462.1_52834
LOC105335247 lcl|NC_047568.1_prot_XP_011437354.2_52835
LOC105339051 lcl|NC_047568.1_prot_XP_011442755.2_52836
LOC105339051 lcl|NC_047568.1_prot_XP_011442754.2_52837
LOC105339051 lcl|NC_047568.1_prot_XP_034311464.1_52838
LOC105339052 lcl|NC_047568.1_prot_XP_011442756.2_52839
LOC105339057 lcl|NC_047568.1_prot_XP_034311465.1_52840
LOC105339055 lcl|NC_047568.1_prot_XP_011442759.2_52841
LOC105339054 lcl|NC_047568.1_prot_XP_011442758.2_52842
LOC105339053 lcl|NC_047568.1_prot_XP_011442757.2_52843
LOC105339056 lcl|NC_047568.1_prot_XP_034311466.1_52844
LOC105339056 lcl|NC_047568.1_prot_XP_034311467.1_52845
LOC105330823 lcl|NC_047568.1_prot_XP_034311469.1_52846
LOC105330823 lcl|NC_047568.1_prot_XP_034311470.1_52847
LOC105330823 lcl|NC_047568.1_prot_XP_034311474.1_52848
LOC105330823 lcl|NC_047568.1_prot_XP_034311471.1_52849
LOC105330823 lcl|NC_047568.1_prot_XP_034311472.1_52850
LOC105330823 lcl|NC_047568.1_prot_XP_034311473.1_52851
LOC105335167 lcl|NC_047568.1_prot_XP_011437248.1_52852
LOC105335166 lcl|NC_047568.1_prot_XP_011437247.2_52853
LOC105335166 lcl|NC_047568.1_prot_NP_001292258.1_52854
LOC105335166 lcl|NC_047568.1_prot_XP_034310873.1_52855
LOC105335166 lcl|NC_047568.1_prot_XP_011437246.2_52856
LOC105335164 lcl|NC_047568.1_prot_XP_011437241.2_52857
LOC105335165 lcl|NC_047568.1_prot_XP_034311475.1_52858
LOC105334750 lcl|NC_047568.1_prot_XP_034311476.1_52859
LOC105341717 lcl|NC_047568.1_prot_XP_011446690.2_52860
LOC105341717 lcl|NC_047568.1_prot_XP_011446689.2_52861
LOC105341717 lcl|NC_047568.1_prot_XP_011446691.2_52862
LOC105341717 lcl|NC_047568.1_prot_XP_011446688.2_52863
LOC117684259 lcl|NC_047568.1_prot_XP_034311477.1_52864
